ping.chartbeat.net,5
edge.quantserve.com,1
cdn.jsdelivr.net,1
ajax.googleapis.com,1
cdn2.vox-cdn.com,10
s.ytimg.com,3
cdn1.vox-cdn.com,8
stats.g.doubleclick.net,1
b.scorecardresearch.com,3
cdn0.vox-cdn.com,15
ox-d.sbnation.com,2
pixel.quantserve.com,1
www.youtube.com,2
static.doubleclick.net,1
fonts.gstatic.com,1
www.google.com,1
cdn3.vox-cdn.com,9
www.vox.com,8
i.ytimg.com,1
www.google-analytics.com,2
ea-cdn.voxmedia.com,4
cdnjs.cloudflare.com,1
static.chartbeat.com,1
